iter	MultiClass
344	0.3009240014
345	0.3007139021
346	0.300521793
347	0.3002551377
348	0.2999958874
349	0.2998339896
350	0.2996403979
351	0.2993475105
352	0.2991608933
353	0.2989618409
354	0.2987649796
355	0.2985672537
356	0.2984108566
357	0.298246163
358	0.2979946287
359	0.2977310652
360	0.2974809908
361	0.297348523
362	0.2971095763
363	0.2968246155
364	0.2966543161
365	0.296419925
366	0.2962235499
367	0.2960940377
368	0.2959441417
369	0.2957325819
370	0.2955374524
371	0.2953875084
372	0.2951713012
373	0.2950324944
374	0.2947924139
375	0.2945784193
376	0.2943870037
377	0.2941778845
378	0.2940076395
379	0.2937830341
380	0.2935938729
381	0.293415064
382	0.2933059602
383	0.2930854624
384	0.2928854618
385	0.2926765873
386	0.2924759562
387	0.2922675485
388	0.2921247912
389	0.2920386786
390	0.2918769903
391	0.2917353645
392	0.2916095418
393	0.2914042956
394	0.2912501731
395	0.2911029084
396	0.2908608398
397	0.2906896906
398	0.2905290768
399	0.290315036
400	0.2901657177
401	0.2899936579
402	0.2898631203
403	0.2895996436
404	0.289444648
405	0.2893033903
406	0.289124325
407	0.2889596598
408	0.2888259301
409	0.2886616883
410	0.2885009493
411	0.2882740764
412	0.2881654871
413	0.2880111825
414	0.2878302873
415	0.2875999869
416	0.2874579977
417	0.2872806122
418	0.2871530026
419	0.287038513
420	0.2868737819
421	0.2866656297
422	0.2865472075
423	0.2863419539
424	0.2861895493
425	0.2860004932
426	0.2858190215
427	0.2856551172
428	0.285440072
429	0.2852923463
430	0.2851381624
431	0.2849541052
432	0.284813881
433	0.2846701484
434	0.2845747788
435	0.2843833925
436	0.2842322095
437	0.2840796911
438	0.2839337439
439	0.2837544699
440	0.2836454366
441	0.2834904931
442	0.2833970588
443	0.2832261613
444	0.2830777312
445	0.2829258452
446	0.2827895427
447	0.2826341908
448	0.2825123062
449	0.2824109646
450	0.2822171595
451	0.2820861708
452	0.2819624579
453	0.2818167436
454	0.2816481038
455	0.2814562772
456	0.2812569665
457	0.2811083287
458	0.2809558298
459	0.2808206719
460	0.2807199526
461	0.2805566031
462	0.2803806114
463	0.2802135616
464	0.2801155993
465	0.2799282364
466	0.2797863968
467	0.2795961809
468	0.2793629079
469	0.2791077116
470	0.2789217226
471	0.2787131758
472	0.2785929253
473	0.2784464454
474	0.2782865886
475	0.2781536629
476	0.2780156135
477	0.2777885559
478	0.2776630226
479	0.2775933532
480	0.2774744947
481	0.2772881547
482	0.2771667391
483	0.2770258939
484	0.2768292305
485	0.2766700216
486	0.276510626
487	0.2763913685
488	0.2762968463
489	0.2761820083
490	0.2760837255
491	0.2759760514
492	0.2758719832
493	0.2757479252
494	0.2756442827
495	0.275434882
496	0.2752202081
497	0.275112019
498	0.2749722448
499	0.2748075608
500	0.274653782
501	0.2744968533
502	0.2743949242
503	0.2742724558
504	0.2741249496
505	0.2740259254
506	0.2738808395
507	0.2737306427
508	0.2736332896
509	0.2735383824
510	0.2733900076
511	0.2732352248
512	0.2731414206
513	0.2729747887
514	0.2728479622
515	0.2727337356
516	0.2726478921
517	0.2725074431
518	0.2723549752
519	0.272192897
520	0.2720544921
521	0.2719808492
522	0.2718135868
523	0.2716470514
524	0.2714936322
525	0.2713422742
526	0.2712463074
527	0.2711717203
528	0.27106932
529	0.2709336208
530	0.2708316317
531	0.2706908309
532	0.2705633173
533	0.2704330263
534	0.2703372229
535	0.2701728998
536	0.2700740292
537	0.2699165434
538	0.269831718
539	0.2697237821
540	0.269609507
541	0.2695151626
542	0.2694059144
543	0.2692959312
544	0.2691099645
545	0.268999615
546	0.2689385714
547	0.2687267244
548	0.2686013755
549	0.2685055639
550	0.2683552513
551	0.268251686
552	0.2681206608
553	0.2680041243
554	0.2678207752
555	0.2676666559
556	0.2675501483
557	0.2674835178
558	0.2674241202
559	0.2673118015
560	0.2672332567
561	0.2671269435
562	0.2670435297
563	0.2668773247
564	0.2667758964
565	0.2666673155
566	0.2665893037
567	0.2664828773
568	0.2663266776
569	0.2662036465
570	0.2660883263
571	0.2659517947
572	0.2658812018
573	0.2657865519
574	0.2657188917
575	0.2656321721
576	0.2655212016
577	0.2654481826
578	0.2653407828
579	0.265268332
580	0.2651480922
581	0.2650481629
582	0.2649642723
583	0.2648199045
584	0.2647738142
585	0.2646485005
586	0.264522237
587	0.2644279221
588	0.2643426324
589	0.264275618
590	0.2641232756
591	0.2640335007
592	0.2639289714
593	0.26375008
594	0.2636695211
595	0.2636033913
596	0.263524763
597	0.2634358462
598	0.263362303
599	0.26326869
600	0.2631279879
601	0.2630380386
602	0.2629513675
603	0.2628112717
604	0.2627440563
605	0.2626594947
606	0.2625319832
607	0.2623813918
608	0.2622990942
609	0.2622013254
610	0.2620489026
611	0.2619818932
612	0.2618958637
613	0.2618293656
614	0.2616916898
615	0.2616038317
616	0.26153791
617	0.2613911215
618	0.2613228071
619	0.2612278796
620	0.2611333693
621	0.2610131678
622	0.2609032856
623	0.2607679702
624	0.260653004
625	0.2605759812
626	0.2605102708
627	0.2604098761
628	0.2603417284
629	0.260247621
630	0.2601506597
631	0.2600352313
632	0.2599275787
633	0.2598164212
634	0.25973278
635	0.2596663711
636	0.2595616161
637	0.2594669005
638	0.2593407929
639	0.259236031
640	0.2591419419
641	0.2590617157
642	0.2589547974
643	0.2588768783
644	0.2587907733
645	0.2586517963
646	0.2585570206
647	0.2584857476
648	0.2583903288
649	0.2582910163
650	0.2582103372
651	0.2580928461
652	0.2579563928
653	0.2578829182
654	0.2578077719
655	0.2577267441
656	0.2576581135
657	0.2575740829
658	0.2574788496
659	0.257363837
660	0.2572844392
661	0.2572277417
662	0.2571264877
663	0.2570151654
664	0.2569102931
665	0.2568351721
666	0.2567766231
667	0.2567107449
668	0.2566355332
669	0.2565780089
670	0.2564532402
671	0.2563582613
672	0.2562667698
673	0.2562015775
674	0.2561278653
675	0.2560197194
676	0.2559021645
677	0.2558322724
678	0.2557631835
679	0.2557032014
680	0.2556425761
681	0.2556044788
682	0.2554678405
683	0.2553847386
684	0.2552721286
685	0.2551684122
686	0.2550570591
687	0.254955924
688	0.2548469401
689	0.2547421
690	0.2546107984
691	0.2545177663
692	0.2544139541
693	0.2543295548
694	0.2542599605
695	0.2541576562
696	0.2539739378
697	0.253912553
698	0.2538000875
699	0.2537225163
700	0.2536347766
701	0.253566497
702	0.2534862004
703	0.2533652513
704	0.2531953265
705	0.2531248718
706	0.253021843
707	0.2529380848
708	0.2528435781
709	0.2527506094
710	0.252701482
711	0.2526138683
712	0.2525331015
713	0.2524251743
714	0.2523637196
715	0.2522885809
716	0.2521405803
717	0.2520812253
718	0.2520416869
719	0.2519026205
720	0.2518580811
721	0.2517966139
722	0.2517184907
723	0.2516473863
724	0.251539144
725	0.251445733
726	0.2513864246
727	0.2512911691
728	0.2512383387
729	0.2511755996
730	0.2510723797
731	0.2510358245
732	0.2509196014
733	0.2507926539
734	0.2507179356
735	0.2506394029
736	0.2505491501
737	0.2504630821
738	0.2503895773
739	0.2502761349
740	0.2501955276
741	0.2500980626
742	0.250013508
743	0.2498918342
744	0.2498174009
745	0.2497482638
746	0.2496631525
747	0.2495877399
748	0.2494526133
749	0.2494000994
750	0.2493265521
751	0.2492695084
752	0.2491564508
753	0.249092158
754	0.2490299362
755	0.2488772003
756	0.2487973064
757	0.2486896514
758	0.2485766232
759	0.2484537182
760	0.2483335601
761	0.248239603
762	0.2481704767
763	0.2481083889
764	0.2480507587
765	0.2479923248
766	0.2479158878
767	0.2478427883
768	0.2477725132
769	0.2476543498
770	0.2475878495
771	0.2474637408
772	0.2473948693
773	0.2473021201
774	0.2472275706
775	0.2471630389
776	0.2470971521
777	0.2470351798
778	0.2470024454
779	0.2468790021
780	0.2467949257
781	0.2467285605
782	0.2466467146
783	0.2465779375
784	0.2465362831
785	0.2464466301
786	0.2463714356
787	0.2463126604
788	0.2462128428
789	0.2461001695
790	0.2460536498
791	0.2459346094
792	0.2458755856
793	0.2458006524
794	0.2457117033
795	0.245652859
796	0.2455803075
797	0.2454838704
798	0.2454406743
799	0.2453815594
800	0.245224007
801	0.2451741025
802	0.2450779793
803	0.245003497
804	0.2449633229
805	0.2449176879
806	0.244827991
807	0.2447702447
808	0.2446545342
809	0.2446072146
810	0.2445011803
811	0.2444333631
812	0.2442809644
813	0.2442239111
814	0.2441308454
815	0.2440564019
816	0.2439770633
817	0.2439114746
818	0.2438244102
819	0.2437731364
820	0.2437228557
821	0.2435893908
822	0.2435153177
823	0.243435755
824	0.2433733368
825	0.2433056555
826	0.243237799
827	0.2431779214
828	0.2431213469
829	0.2430402323
830	0.2429736496
831	0.2429048138
832	0.2428104864
833	0.2427243001
834	0.2426545452
835	0.2425953667
836	0.2425162922
837	0.2424533723
838	0.2423619843
839	0.2422772224
840	0.2422250877
841	0.2421763491
842	0.2421180872
843	0.2420489342
844	0.2419594024
845	0.2418480392
846	0.2418097219
847	0.2417157731
848	0.241653705
849	0.2415781444
850	0.2414545634
851	0.2413842345
852	0.2413391697
853	0.2413124673
854	0.2412261989
855	0.2411658689
856	0.2410729178
857	0.24098665
858	0.2409482858
859	0.2409119843
860	0.2408708601
861	0.2407998571
862	0.240709541
863	0.2406394463
864	0.240571363
865	0.2404930829
866	0.2404663933
867	0.2403841339
868	0.2403355682
869	0.2402951522
870	0.2402318892
871	0.2401314029
872	0.240027503
873	0.2399775927
874	0.239933133
875	0.2398952698
876	0.2398284697
877	0.239731686
878	0.2396739356
879	0.2396083328
880	0.2395388479
881	0.2394587109
882	0.2393745062
883	0.2392841014
884	0.2391978925
885	0.2391141128
886	0.2390540382
887	0.2389979566
888	0.2389002131
889	0.2388076026
890	0.2387490427
891	0.2386771919
892	0.2386142764
893	0.2385366987
894	0.238454232
895	0.2383626839
896	0.2383161333
897	0.2382505345
898	0.2381748556
899	0.2380935318
900	0.2380633101
901	0.2380146477
902	0.2379456589
903	0.2378840605
904	0.2377673805
905	0.2376729483
906	0.2376457306
907	0.2375464366
908	0.2374973181
909	0.2374284461
910	0.2373824362
911	0.2372850096
912	0.2371216773
913	0.2370873735
914	0.2370261808
915	0.2369866603
916	0.2369166205
917	0.2368541643
918	0.2368203947
919	0.2367549621
920	0.2366879574
921	0.2366319377
922	0.2365872308
923	0.236501125
924	0.2364531314
925	0.2363727435
926	0.2363055419
927	0.2362473038
928	0.2361859976
929	0.2361410908
930	0.236093859
931	0.2360262018
932	0.235935938
933	0.2358940256
934	0.235860155
935	0.2357965975
936	0.2356897739
937	0.2355720369
938	0.2354617801
939	0.235347989
940	0.2352667024
941	0.2352073126
942	0.2351520902
943	0.2350722151
944	0.2350315042
945	0.2349465691
946	0.2348440558
947	0.2347835132
948	0.2347102887
949	0.2346562224
950	0.2345615364
951	0.234452412
952	0.2343720102
953	0.2342854177
954	0.2341980837
955	0.2341509319
956	0.2340556095
957	0.2339322589
958	0.2338654467
959	0.2337960918
960	0.2337017326
961	0.2336467509
962	0.233524603
963	0.2334442449
964	0.2333748819
965	0.2332695386
966	0.2332275601
967	0.2331544501
968	0.2331125962
969	0.2330523146
970	0.2329980244
971	0.2329253269
972	0.2328631361
973	0.2327745908
974	0.2327212072
975	0.2326367248
976	0.232585966
977	0.2325136086
978	0.2324202923
979	0.232345754
980	0.2322734066
981	0.2321626
982	0.2321120286
983	0.2320455947
984	0.2319492289
985	0.2319187187
986	0.2318667257
987	0.2317862166
988	0.231697334
989	0.2316431306
990	0.2315836596
991	0.2315329889
992	0.2314532109
993	0.2313928547
994	0.2313192819
995	0.2312754016
996	0.2312385747
997	0.2311930919
998	0.2311568958
999	0.2311000694
1000	0.2310590722
1001	0.2310089146
1002	0.2309041648
1003	0.2308207116
1004	0.2307465015
1005	0.2306860049
1006	0.2306319144
1007	0.2305491558
1008	0.2304939881
1009	0.2304369086
1010	0.2303415263
1011	0.2302833128
1012	0.2301868396
1013	0.230133045
1014	0.2300821043
1015	0.2300444862
1016	0.2299892944
1017	0.2299567534
1018	0.2299039872
1019	0.2298576978
1020	0.2298141084
1021	0.2297886908
1022	0.2297396789
1023	0.2296849519
1024	0.2296062246
1025	0.2295501829
1026	0.2294785607
1027	0.2293906001
1028	0.2293493574
1029	0.2292812725
1030	0.2292105025
1031	0.2291197237
1032	0.2290548146
1033	0.2290060764
1034	0.2289456072
1035	0.2289044342
1036	0.2288566199
1037	0.2288076461
1038	0.2287561946
1039	0.2286593208
1040	0.2285993429
1041	0.2285191174
1042	0.2284485908
1043	0.228383055
1044	0.2283012049
1045	0.2281994107
1046	0.2280903726
1047	0.2280289375
1048	0.2279877444
1049	0.2279392559
1050	0.227885916
1051	0.2278173815
1052	0.2277676446
1053	0.2277141415
1054	0.2276247328
1055	0.2275514117
1056	0.2274728027
1057	0.2273829065
1058	0.2272745924
1059	0.2272130117
1060	0.2271597515
1061	0.227132226
1062	0.2270784312
1063	0.2270381065
1064	0.2269910188
1065	0.2269256236
1066	0.2268782346
1067	0.2267885556
1068	0.2267292297
1069	0.2266844403
1070	0.226608741
1071	0.2265331503
1072	0.2265076181
1073	0.2264526422
1074	0.2263641544
1075	0.2263184751
1076	0.2262489184
1077	0.2262206839
1078	0.2261472285
1079	0.2260907951
1080	0.2260338031
1081	0.22595482
1082	0.2259132777
1083	0.2258595867
1084	0.2258055176
1085	0.2257545985
1086	0.2257058659
1087	0.2256302819
1088	0.2255393778
1089	0.22548877
1090	0.225426404
1091	0.225321041
1092	0.2252845254
1093	0.2252296669
1094	0.2251745599
1095	0.2251338314
1096	0.2250493489
1097	0.2249744126
1098	0.2249326013
1099	0.2248830951
1100	0.2248164974
1101	0.2247446102
1102	0.2246733712
1103	0.2245977155
1104	0.2245040602
1105	0.2244420256
1106	0.2243888978
1107	0.2243329616
1108	0.2243110213
1109	0.2242591773
1110	0.2242110008
1111	0.224140791
1112	0.2241036077
1113	0.2240718719
1114	0.2239886379
1115	0.2239525953
1116	0.2239209678
1117	0.2238907268
1118	0.2238664218
1119	0.2237844118
1120	0.2237215514
1121	0.2236629497
1122	0.2235979401
1123	0.223545389
1124	0.2234778705
1125	0.2234248273
1126	0.2233852482
1127	0.2233298325
1128	0.2232856449
1129	0.2232444499
1130	0.2231659406
1131	0.2231221217
1132	0.2230978483
1133	0.2230223591
1134	0.2229582069
1135	0.2229229393
1136	0.2228645227
1137	0.2228148583
1138	0.2227506139
1139	0.2226979267
1140	0.2226485216
1141	0.2226176723
1142	0.2225432287
1143	0.2224633617
1144	0.2223947221
1145	0.2223698643
1146	0.2222990835
1147	0.222207685
1148	0.2221088623
1149	0.222080298
1150	0.2220268939
1151	0.2219654696
1152	0.2219057335
1153	0.2218432277
1154	0.2218106127
1155	0.221745051
1156	0.2216907711
1157	0.2216400807
1158	0.2215539631
1159	0.2215151194
1160	0.2214489292
1161	0.2213948965
1162	0.2213460308
1163	0.2212430777
1164	0.2211718029
1165	0.2211391056
1166	0.2210688207
1167	0.2210089592
1168	0.2209484994
1169	0.2208629141
1170	0.2208010995
1171	0.2207731235
1172	0.2207105168
1173	0.2205959615
1174	0.2205559923
1175	0.2205127926
1176	0.2204361992
1177	0.2203793939
1178	0.220347429
1179	0.2203056221
1180	0.220276379
1181	0.2202350998
1182	0.2202117375
1183	0.2201782711
1184	0.2201347719
1185	0.2200425072
1186	0.2199911547
1187	0.2199371925
1188	0.2198679028
1189	0.2198238292
1190	0.2197727626
1191	0.2197152526
1192	0.2196801565
1193	0.2196409185
1194	0.2196022912
1195	0.219569098
1196	0.219529384
1197	0.2194935493
1198	0.2194517631
1199	0.2193818644
1200	0.2192988003
1201	0.2192368123
1202	0.2192049463
1203	0.2191781342
1204	0.2191327961
1205	0.2190770848
1206	0.2190302636
1207	0.2189990427
1208	0.2189652153
1209	0.2189103226
1210	0.2188556906
1211	0.2188205934
1212	0.2187876457
1213	0.2187157606
1214	0.2186173997
1215	0.2185823313
1216	0.218537712
1217	0.218493436
1218	0.2184628886
1219	0.218416259
1220	0.2183739776
1221	0.2183187009
1222	0.2182794526
1223	0.2182507881
1224	0.2181703236
1225	0.21811067
1226	0.2180672634
1227	0.2180235063
1228	0.2179617284
1229	0.2179064758
1230	0.2178657591
1231	0.2177855164
1232	0.2177391673
1233	0.2176822405
1234	0.2176152345
1235	0.2175832851
1236	0.2174900814
1237	0.217382032
1238	0.2173065836
1239	0.2172594928
1240	0.2172045011
1241	0.2171763863
1242	0.2171114097
1243	0.2170801194
1244	0.2170378245
1245	0.2169783931
1246	0.2169326669
1247	0.2169063554
1248	0.2168841642
1249	0.2168344314
1250	0.2167696868
1251	0.2167368548
1252	0.2167056311
1253	0.2166744332
1254	0.2166428297
1255	0.2165593469
1256	0.2164779189
1257	0.2164298193
1258	0.2163613463
1259	0.216263417
1260	0.2162230419
1261	0.2161666108
1262	0.2161281116
1263	0.2160595967
1264	0.2160303934
1265	0.2160093306
1266	0.2159708729
1267	0.2159101185
1268	0.2158604789
1269	0.2158183017
1270	0.2157904651
1271	0.2157161251
1272	0.2156612391
1273	0.215629385
1274	0.2155832162
1275	0.2155271988
1276	0.2154681746
1277	0.215415534
1278	0.2153516671
1279	0.2153114626
1280	0.2152351202
1281	0.21518727
1282	0.215096328
1283	0.2150470316
1284	0.2150057467
1285	0.2149827862
1286	0.2149119688
1287	0.2148487067
1288	0.2148032798
1289	0.2147779064
1290	0.2147024288
1291	0.2146473452
1292	0.2145822129
1293	0.2145507747
1294	0.214475091
1295	0.2144253023
1296	0.2144003462
1297	0.214348008
1298	0.2142925637
1299	0.214225406
1300	0.2141930733
1301	0.2141216668
1302	0.2140821948
1303	0.2140529541
1304	0.2139722643
1305	0.2139131834
1306	0.2138636299
1307	0.2137889207
1308	0.213710815
1309	0.2136447338
1310	0.2136197561
1311	0.2135839798
1312	0.2135096267
1313	0.2134636463
1314	0.2134304518
1315	0.2133854174
1316	0.2133256287
1317	0.2132571973
1318	0.2131964665
1319	0.2131569539
1320	0.2131310749
1321	0.2130982839
1322	0.2130644367
1323	0.2130294661
1324	0.2129694302
1325	0.2128991107
1326	0.2128719208
1327	0.2128280849
1328	0.2127818473
1329	0.2127533894
1330	0.2127066715
1331	0.2126567069
1332	0.2126260338
1333	0.2125824763
1334	0.2125528858
1335	0.2125398492
1336	0.2124918452
1337	0.2124218721
1338	0.2123461547
1339	0.2122930611
1340	0.2122568954
1341	0.212203929
1342	0.2121478333
1343	0.2121029366
1344	0.2120657849
1345	0.2120007362
1346	0.2119517281
1347	0.2119124783
1348	0.2118224964
1349	0.2117749496
1350	0.2117072273
1351	0.211643359
1352	0.2115840294
1353	0.2115420079
1354	0.2114951828
1355	0.2114627635
1356	0.2114222331
1357	0.2113439353
1358	0.2113278906
1359	0.211281146
1360	0.2112047078
1361	0.2111863664
1362	0.2111591518
1363	0.2110868982
1364	0.2110340753
1365	0.2109938281
1366	0.2109622447
1367	0.2108911778
1368	0.2108292694
1369	0.2107636267
1370	0.2107151441
1371	0.2106851148
1372	0.210638462
1373	0.2105958842
1374	0.2105619859
1375	0.2105307378
1376	0.2104877581
1377	0.21043639
1378	0.2103762818
1379	0.210336955
1380	0.2102713114
1381	0.210214724
1382	0.2101815523
1383	0.2100857713
1384	0.2100430134
1385	0.2100062196
1386	0.2099656793
1387	0.2099285065
1388	0.2098687711
1389	0.209818314
1390	0.2097917374
1391	0.2097399692
1392	0.2097055712
1393	0.2096633308
1394	0.2095943163
1395	0.2095718524
1396	0.2095273759
1397	0.2094739851
1398	0.2094359466
1399	0.2093883442
1400	0.2093330175
1401	0.2092847625
1402	0.2092374589
1403	0.2091957768
1404	0.2091235617
1405	0.2090836976
1406	0.2090187591
1407	0.2089727404
1408	0.208923431
1409	0.2089016663
1410	0.2088806518
1411	0.2088554917
1412	0.2088146201
1413	0.2087596338
1414	0.2086788348
1415	0.2086456668
1416	0.2085714388
1417	0.2085217228
1418	0.2084506379
1419	0.2084137886
1420	0.2083481977
1421	0.2082977822
1422	0.2082711727
1423	0.2082010291
1424	0.2081329382
1425	0.2080781228
1426	0.2080493258
1427	0.2080160331
1428	0.207994099
1429	0.2079644461
1430	0.2079294598
1431	0.2078869872
1432	0.2078390929
1433	0.2077851968
1434	0.2077349687
1435	0.2076770508
1436	0.2076300968
1437	0.207551897
1438	0.2074652016
1439	0.2074190074
1440	0.2073867169
1441	0.2073641195
1442	0.2073041552
1443	0.207250598
1444	0.2072207363
1445	0.2071961012
1446	0.2071606497
1447	0.2071107661
1448	0.207071508
1449	0.2070228142
1450	0.2069694616
1451	0.2069289159
1452	0.2068847092
1453	0.206844759
1454	0.2068236006
1455	0.2067759172
1456	0.2067458909
1457	0.2067068466
1458	0.2066830755
1459	0.2066392205
1460	0.206582729
1461	0.2065520937
1462	0.2065102681
1463	0.206478462
1464	0.2064121612
1465	0.2063809139
1466	0.2063377151
1467	0.2063082834
1468	0.2062592195
1469	0.2062078178
1470	0.2061740342
1471	0.2061549999
1472	0.2061006103
1473	0.2060488457
1474	0.2059730823
1475	0.2058950611
1476	0.2058651132
1477	0.2058332119
1478	0.2057609776
1479	0.2056902049
1480	0.2056305703
1481	0.2056040389
1482	0.2055557287
1483	0.2055253465
1484	0.2054780283
1485	0.2054560061
1486	0.2054062533
1487	0.2053656818
1488	0.2053080339
1489	0.2052724814
1490	0.2052239469
1491	0.2051873476
1492	0.2051325281
1493	0.2050927568
1494	0.2050218944
1495	0.2049967586
1496	0.2049650957
1497	0.2049387016
1498	0.2048833534
1499	0.2048403588
1500	0.2048050111
1501	0.2047654091
1502	0.2047152832
1503	0.2046733231
1504	0.2046292192
1505	0.204591548
1506	0.2045604646
1507	0.2045127502
1508	0.2044208019
1509	0.2043863211
1510	0.2043351097
1511	0.2042878339
1512	0.2042497363
1513	0.2041979841
1514	0.2041114265
1515	0.2040717004
